,Tweets,cleanedTweets
608,"{""edit_history_tweet_ids"": [""1591125621740302336""], ""id"": ""1591125621740302336"", ""text"": ""@aprocryphal @krisster8 Trudeau is one of the ringleaders for the WEF https://t.co/8nUyYp3XiZ""}
",        Trudeau is one of the ringleaders for the WEF  
609,"{""edit_history_tweet_ids"": [""1591125622507843585""], ""id"": ""1591125622507843585"", ""text"": ""@theJagmeetSingh You realize with every tweet you create you loook more and more like a hypocrite don\u2019t you?!? \ud83e\udd2f""}
",       You realize with every tweet you create you loook more and more like a hypocrite donut you udeuddf 
610,"{""edit_history_tweet_ids"": [""1591125632116588545""], ""id"": ""1591125632116588545"", ""text"": ""How is @JustinTrudeau allowed to outright lie to parliament and not be held accountable? https://t.co/CsIhiIOCPd""}
",      How is  allowed to outright lie to parliament and not be held accountable  
611,"{""edit_history_tweet_ids"": [""1591125641880956928""], ""id"": ""1591125641880956928"", ""text"": ""@WeAreCanProud We're already there""}
",       Were already there 
612,"{""edit_history_tweet_ids"": [""1591125644208898048""], ""id"": ""1591125644208898048"", ""text"": ""@CanadianGirlw69 The nerve! To miss Remembrance Day in 2018 to attend the 100th anniversary of the end of World War I.\nThat was a travesty.\n[sarcasm]""}
",       The nerve To miss Remembrance Day in  to attend the th anniversary of the end of World War InThat was a travestynsarcasm 
613,"{""edit_history_tweet_ids"": [""1591125651322437635""], ""id"": ""1591125651322437635"", ""text"": ""@cco8226 @randyhorst3 @ZelenskyyUa @JustinTrudeau Nice starter list!""}
",          Nice starter list 
614,"{""edit_history_tweet_ids"": [""1591125655940653057""], ""id"": ""1591125655940653057"", ""text"": ""@hilda51212 @Charlie85915085 @ReinChange @spiritofanu Not quite that simple. You asked who advised him with no interrogative punctuation and then stated he was following political science, rendering the \u201cquestion\u201d not a question but the first part of an accusation.""}
",          Not quite that simple You asked who advised him with no interrogative punctuation and then stated he was following political science rendering the ucquestionud not a question but the first part of an accusation 
615,"{""edit_history_tweet_ids"": [""1591125673770647553""], ""id"": ""1591125673770647553"", ""text"": ""Why in heavens name do you wear a mask, you are as bad as Trudeau https://t.co/vUmgORVMBM""}
",      Why in heavens name do you wear a mask you are as bad as Trudeau  
616,"{""edit_history_tweet_ids"": [""1591125676748595200""], ""id"": ""1591125676748595200"", ""text"": ""@lamphieryeg Now go get some post secondary education\ud83e\udd23\ud83e\udd23\ud83e\udd23""}
",       Now go get some post secondary educationudeuddudeuddudeudd 
617,"{""edit_history_tweet_ids"": [""1591125694163324928""], ""id"": ""1591125694163324928"", ""text"": ""Justin Trudeau\u2019s decision to appear on a TV drag show is a surprise to no one - LifeSite https://t.co/8atMg3OtRR""}
",      Justin Trudeauus decision to appear on a TV drag show is a surprise to no one  LifeSite  
618,"{""edit_history_tweet_ids"": [""1591125709044449299""], ""id"": ""1591125709044449299"", ""text"": ""@TheTorontoSun @brianlilley What else is @JustinTrudeau\u2019s fault? Can you please double check w/ your girlfriend @yelich_ivana? She can ask her boss @fordnation what the messaging for today should be by calling him at the cottage where he \u201cworks until midnight every night.\u201d #FordFailedOntario https://t.co/RybSh8QZXI""}
",        What else is us fault Can you please double check w your girlfriend  She can ask her boss  what the messaging for today should be by calling him at the cottage where he ucworks until mnight every nightud FordFailedOntario  
619,"{""edit_history_tweet_ids"": [""1591125727461904388""], ""id"": ""1591125727461904388"", ""text"": ""Remember Trudeau wants to end Old Stock CDN's!Replace them! https://t.co/rcKLxSxifk""}
",      Remember Trudeau wants to end Old Stock CDNsReplace them  
620,"{""edit_history_tweet_ids"": [""1591125728900583424""], ""id"": ""1591125728900583424"", ""text"": ""@KevinStFort @bertrhude @JustinTrudeau Trudeau Chevalier family owned slaves in #Haiti.The Sinclair's also trafficked slaves between #Haiti &amp; #Jamaica @JustinTrudeau lives off generational wealth from Chattel Slavery.They owned my relatives Fr\u00e9sinette Chevalier &amp; others #cdnpoli #TrudeauMustGo  https://t.co/otqE8GZmtq https://t.co/6dQPgs2BpQ""}
",         Trudeau Chevalier family owned slaves in HaitiThe Sinclairs also trafficked slaves between Haiti amp Jamaica  lives off generational wealth from Chattel SlaveryThey owned my relatives Fruesinette Chevalier amp others cdnpoli TrudeauMustGo    
621,"{""edit_history_tweet_ids"": [""1591125767618187269""], ""id"": ""1591125767618187269"", ""text"": ""@TomMarazzo @EvaSiu21 All Trudeau had to do at that time is to be a PM and listen to the concerns of Canadians. #TrudeauMustGo""}
",        All Trudeau had to do at that time is to be a PM and listen to the concerns of Canadians TrudeauMustGo 
622,"{""edit_history_tweet_ids"": [""1591125769031335937""], ""id"": ""1591125769031335937"", ""text"": ""@oiler3535 @TorontoStar There was nothing in the supreme court ruling that required the law to allow doctors to pressure patients towards MAID or to include non terminal illnesses but that's what we ended up with""}
",        There was nothing in the supreme court ruling that required the law to allow doctors to pressure patients towards MAID or to include non terminal illnesses but thats what we ended up with 
623,"{""edit_history_tweet_ids"": [""1591125777567092737""], ""id"": ""1591125777567092737"", ""text"": ""@CTVNews still a Trudeau???  she\u2019s as fake as he is.   poor kids""}
",       still a Trudeau  sheus as fake as he is   poor ks 
624,"{""edit_history_tweet_ids"": [""1591125783916863489""], ""id"": ""1591125783916863489"", ""text"": ""@JuneHug45685892 @TheTorontoSun @brianlilley Sounds like a paid bot""}
",         Sounds like a pa bot 
625,"{""edit_history_tweet_ids"": [""1591125786328985600""], ""id"": ""1591125786328985600"", ""text"": ""@TrashPandaGiant @sbassalien @ryangerritsen @CTVNews Rachel Gilmore reported this in August 2021 https://t.co/HcovEXnIxl""}
",          Rachel Gilmore reported this in August   
626,"{""edit_history_tweet_ids"": [""1591125790422343680""], ""id"": ""1591125790422343680"", ""text"": ""Look at this- trudeau's been writing secret Orders in Council with the Privy Council-lots of them. Like I've been saying-Who is actually running Canada now because Privy Council, GG &amp; Orders in Council are UK Windsors-have we been reduced to Colony/serfs/peasants/slaves again? https://t.co/OIpUrWzvYF""}
",      Look at this trudeaus been writing secret Orders in Council with the Privy Councillots of them Like Ive been sayingWho is actually running Canada now because Privy Council GG amp Orders in Council are UK Windsorshave we been reduced to Colonyserfspeasantsslaves again  
627,"{""edit_history_tweet_ids"": [""1591125799784304641""], ""id"": ""1591125799784304641"", ""text"": ""@JustinTrudeau I\u2019m with Scott Moe. Trudeau can go to hell with his environment policies.""}
",       Ium with Scott Moe Trudeau can go to hell with his environment policies 
628,"{""edit_history_tweet_ids"": [""1591125805916377088""], ""id"": ""1591125805916377088"", ""text"": ""@TonyChiaroscuro @50inFlannel @realmonsanto He knows, he\u2019s in on the scheme!""}
",         He knows heus in on the scheme 
629,"{""edit_history_tweet_ids"": [""1591125820944285707""], ""id"": ""1591125820944285707"", ""text"": ""@PierrePoilievre Why didn't you fix these drug supply issues (which started well over a decade ago), while you were in government with Steven Harper. Another Poilievre failure.""}
",       Why dnt you fix these drug supply issues which started well over a decade ago while you were in government with Steven Harper Another Poilievre failure 
630,"{""edit_history_tweet_ids"": [""1591125834710253568""], ""id"": ""1591125834710253568"", ""text"": ""@colossusPhD We know he is a WEF puppet.  He clearly has checked out or as the left say, quietly quit lol as our PM.  He won't quit on his own, he needs to be pushed out.""}
",       We know he is a WEF puppet  He clearly has checked out or as the left say quietly quit lol as our PM  He wont quit on his own he needs to be pushed out 
631,"{""edit_history_tweet_ids"": [""1591125853618204673""], ""id"": ""1591125853618204673"", ""text"": ""@rich1trotter A simple statement not mandating but suggesting indoor masking. No wonder the PC\u2019s are losing support""}
",       A simple statement not mandating but suggesting indoor masking No wonder the PCus are losing support 
632,"{""edit_history_tweet_ids"": [""1591125868067565568""], ""id"": ""1591125868067565568"", ""text"": ""@Trudeaus_Ego @ezralevant Lest we forget, Tunisia. Where King Trudeau and Queen consort Joly will be cavorting in approximately a weeks time.""}
",        Lest we forget Tunisia Where King Trudeau and Queen consort Joly will be cavorting in approximately a weeks time 
633,"{""edit_history_tweet_ids"": [""1591125878947610624""], ""id"": ""1591125878947610624"", ""text"": ""The Andrew Lawton Show | Trudeau told Ford police didn\u2019t need more \u201ctools\u201d to deal with protests https://t.co/AYiG3qSTfo via @truenorthcentre""}
",      The Andrew Lawton Show  Trudeau told Ford police dnut need more uctoolsud to deal with protests  via  
634,"{""edit_history_tweet_ids"": [""1591125878355927041""], ""id"": ""1591125878355927041"", ""text"": ""@Christy4Change He\u2019d rather serve his masters then his fellow citizens""}
",       Heud rather serve his masters then his fellow citizens 
635,"{""edit_history_tweet_ids"": [""1591125878226169856""], ""id"": ""1591125878226169856"", ""text"": ""Its not like Dictator @justintrudeau has anything better to do?  \ud83e\udd26\u200d\u2642\ufe0f\ud83e\udd26\u200d\u2642\ufe0f\ud83e\udd26\u200d\u2642\ufe0f\ud83e\udd26\u200d\u2642\ufe0f\ud83e\udd26\u200d\u2642\ufe0f\ud83e\udd26\u200d\u2642\ufe0f\n\nCanada is falling apart but lets do a cameo on Drag Race!\n\nhttps://t.co/M83sCTJVzr""}
",      Its not like Dictator  has anything better to do  udeudduduufefudeudduduufefudeudduduufefudeudduduufefudeudduduufefudeudduduufefnnCanada is falling apart but lets do a cameo on Drag Racenn 
636,"{""edit_history_tweet_ids"": [""1591125893883531265""], ""id"": ""1591125893883531265"", ""text"": ""@realmonsanto If I get a vaccine, 1 it has little efficacy if any and it wanes, 2 it only helps me it doesn't help anyone else - so stop the guilt tripping into getting people to take a jab that barely works, if it does anything at all""}
",       If I get a vaccine  it has little efficacy if any and it wanes  it only helps me it doesnt help anyone else  so stop the guilt tripping into getting people to take a jab that barely works if it does anything at all 
637,"{""edit_history_tweet_ids"": [""1591125907967705096""], ""id"": ""1591125907967705096"", ""text"": ""@lisa_iannattone How much are you getting paid by Trudeau to tweet this nonsense...mask don't work""}
",       How much are you getting pa by Trudeau to tweet this nonsensemask dont work 
638,"{""edit_history_tweet_ids"": [""1591125915475783685""], ""id"": ""1591125915475783685"", ""text"": ""@MaximeBernier You are the fakest clown iv ever seen in my life. I so much dislike you Justin Trudeau. I took my first and only shot of the vacation March 2021 and my eyes have never stopped leaking sense. 24/7 I sit with a peice of cleenex wyping my eys""}
",       You are the fakest clown iv ever seen in my life I so much dislike you Justin Trudeau I took my first and only shot of the vacation March  and my eyes have never stopped leaking sense  I sit with a peice of cleenex wyping my eys 
639,"{""edit_history_tweet_ids"": [""1591125924925542400""], ""id"": ""1591125924925542400"", ""text"": ""@pepe4thepeople @FringedCanuck @JustinTrudeau ARREST THEM ALL FOR TREASON!!!!""}
",         ARREST THEM ALL FOR TREASON 
